ColumnAmountSO2_PBL,Date,Latitude,Longitude,QualityFlags_PBL,RadiativeCloudFraction,SolarZenithAngle,Time
0.356108903885,2018-03-17,21.07878685,-116.65242767299999,1.0,0.0,28.909299850500002,76243.46875
0.549374103546,2018-03-18,18.0952281952,-102.273017883,5120.0,0.0,26.7303771973,72857.2265625
0.893364667892,2018-03-18,28.0710067749,-104.84843444799999,5120.0,0.0,33.2845497131,73023.2578125
0.344129443169,2018-03-18,12.549505233800001,-125.692337036,5129.0,0.030082810670099998,24.0466880798,78698.3359375
1.3371368646600001,2018-03-18,17.975629806500002,-126.964492798,5121.0,0.0,26.6486701965,78788.3515625
0.35942697525,2018-03-18,33.0986785889,-131.03411865200002,5121.0,0.0,37.1155586243,79040.3984375
0.40465542674099997,2018-03-19,14.7218484879,-112.03789520299999,0.0,0.0,24.9975624084,75396.1015625
0.9565788507459999,2018-03-19,20.0248889923,-113.301429749,1.0,0.0,27.761693954499997,75484.1171875
1.06403529644,2018-03-19,27.0674285889,-115.38593292200001,5121.0,0.0,32.237873077399996,75602.140625
0.0029325939249200002,2018-03-21,13.3120670319,-133.34274292,4105.0,0.27868595719300004,24.0694522858,80563.8828125
0.868568181992,2018-03-21,21.2669715881,-135.23814392100002,4105.0,0.121794387698,27.984855651900002,80695.90625
0.0038761079777,2018-03-21,12.5860338211,-108.45615387,4097.0,0.0,23.8167972565,74618.7578125
0.24196518957600002,2018-03-21,17.8591365814,-109.19548034700001,6145.0,0.0,26.4659938812,74704.7734375
1.3775629997299998,2018-03-21,23.3568229675,-110.787864685,0.0,0.0,29.4456481934,74796.7890625
0.877576291561,2018-03-22,7.27541637421,-117.849250793,0.0,0.0,22.6648082733,77125.625
0.324378252029,2018-03-22,13.1514139175,-119.399459839,4097.0,0.0,23.8680725098,77223.6484375
0.112846620381,2018-03-22,20.670583725,-120.93153381299999,1.0,0.0,27.5699748993,77347.671875
